,Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items,coords,Longitude,Latitude
2005,Best Hand Superior Hotel Laundry Service,3305 W. Harrison St.,Midwest,2017-10-27T00:00:00.000,160582.5,80291.25,"roofing work to the east section including tear off of existing roof down to decking, repairs to existing deck as needed, new insulation, replace drains as needed, installation of modified bitumen membrane and flashing system, roofing work to the west section to include replacement of drains as needed, installation of modified bitumen membrane and flashing system; break concrete floor 5x20â€™ area, excavate to 6-8â€™ depth, replace broken fittings and clean out floor drain and roof drain, refill the area with gravel and sand, prep for new concrete using rebar and mesh, and pour new concrete; raising and stabilization of the concrete slab by drilling holes in the concrete and injecting high density foam to raise the slab and/or stabilize by filling in voids from the broken roof drain.","[41.873392, -87.708961]",-87.708961,41.873392
2006,"Sirron, Inc. dba Dan's Bakery & Eatery",2521-25 W. 79th Street,79th/Southwest Highway,2017-10-27T00:00:00.000,40600.0,29208.26,"masonry work including the construction of new concrete block walls to connect the existing building to the garage for storage and office space, concrete slab, electrical upgrade to 400 amp service, new framing, insulation, drywall, and ceramic tile flooring.","[41.7498103, -87.6863051]",-87.6863051,41.7498103
2007,Dental Care Center,3301 - 3309 N. Central Ave.,Belmont/Central,2017-10-30T00:00:00.000,432488.25,100000.0,"rehabilitation of the masonry faÃ§ade with re-bricking of south and west elevations, replacement of steel lintels over windows, replacement of storefront system including glass windows, doors, and aluminum framing; tuck-pointing of east and north walls, application of stucco on north elevation; installation of new torched down rubber roof; and interior buildout for expansion of existing dental office into adjacent space including HVAC work, installation of new electrical system including a new service panel and subpanel, general construction work including new framing, insulation, drywall, flooring, ceilings, electrical and plumbing fixtures, painting and finishing work","[41.9407111, -87.7664575]",-87.7664575,41.9407111
2008,"4619 Broadway, LLC / Uptown United",4619 N. Broadway,Wilson Yard,2017-10-31T00:00:00.000,74415.0,55811.25,"remove existing roof flashings, limestone copings, and parapet bricks at west/facade elevation and two clay copings on the corners of the north and south parapets down to roof line; remove deteriorated lintels above third-floor window and replace if deteriorated beyond repair; install new flashings and weep ropes at facade; grind and tuck-point masonry at west/facade elevation as needed; rebuild upper parapet wall at west/facade elevation to match existing with salvaged existing face brick or with new face bricks that match existing and with new common bricks on middle and roof-side courses; install new flashings at parapet","[41.9687073, -87.65917859999999]",-87.65917859999999,41.9687073
2009,Blu Salon & Cut Barbershop,1140 E. 87th St.,Stony Island/Burnside,2017-11-01T00:00:00.000,78000.0,58500.0,"tear-off roof down to existing decking, repair decking as needed, repair roof for proper drainage, install new insulation, cant strip, roof vents, and base underlayment, and finish with new rubber membrane system, new flashings, an aluminum coating, and reinstall coping tiles","[41.7369698, -87.59615629999999]",-87.59615629999999,41.7369698
2010,Voice of the City,3429-33 W. Diversey Ave.,Fullerton/Milwaukee,2017-11-01T00:00:00.000,69716.23,50000.0,"renovation of entryways including installation of new exterior doors, and remodeling of the stairwell including installation of an intercom system and new lighting; installation of a new 400 amp 3-phase electrical service; and structural elements of exterior signage and electrical supply for up lighting on the buildingâ€™s upper facade","[41.9317583, -87.7136441]",-87.7136441,41.9317583
2011,"Buckeye Construction Co., Inc.",7827 S. Claremont Ave.,Greater Southwest Industrial Corridor (East),2017-11-01T00:00:00.000,17134.0,12850.5,"roofing replacement for lower east roof including roofing system down to the wood decking, repairs to decking as needed, install new insulation, and commercial grade modified roofing and flashing system; and masonry work including tuckpoint and re-build parapet wall as needed","[41.751206, -87.6811886]",-87.6811886,41.751206
2012,"Bluebird Wellness, LLC",3817 N. Pulaski Rd.,Avondale,2017-11-01T00:00:00.000,27845.0,17750.0,"insulation, drywall, flooring for new layout with trim and baseboards, and rough electrical work","[41.9504139, -87.72719269999999]",-87.72719269999999,41.9504139
2013,L. Robinson & Associates,5048-50 S. Indiana Ave.,47th/King,2017-11-06T00:00:00.000,84875.33,50000.0,"masonry work to create interior opening between 5048 and 5050 S. Indiana Ave., new steel lintels for structural support, and a new concrete slab at front entry; HVAC work including replacement of furnace and  AC unit; installation of a new exterior fire rated pedestrian door and removal of an exterior rolling steel shudder; plumbing work including new fixtures for restroom and hot water heater; replace lighting with new T12 LED fixtures; flooring work in 5050 S. Indiana to connect and match with 5048 S. Indiana including installation, sanding, staining, and sealing with polyurethane of 750 SF of maple flooring; new drywall as needed, painting, and finishing work; soft costs including structural engineering and permit fees; and the balance of eligible property acquisition costs","[41.8024045, -87.62131699999999]",-87.62131699999999,41.8024045
2014,"Rudy's Cyclery, Inc.",5711 W. Irving Park Rd.,West Irving Park,2017-11-06T00:00:00.000,18164.21,13623.16,"tear-off of existing roof, installation of wood decking as needed, insulation, installation of TPO membrane roofing system, new flashings, and pitch pans;","[41.9528825, -87.7700065]",-87.7700065,41.9528825
2015,"Lake Street Landscape Supply, LLC",1800-58 W. Lake St.,Kinzie Industrial Corridor,2017-11-14T00:00:00.000,29845.0,14922.5,"remove and replace approx. 50 deteriorated bricks at east elevation parapet; grind out area from roof decking to copings and remove and replace copings, flashings, and weep ropes; remove copings at smaller building to east of main building and install new flashings; spot tuck-point interior roof-facing elevations; rebuild parapet walls separating east and west buildings with new flashings and weep ropes; furnish and install new aluminum copings at parapet walls; furnish and install new roofing insulation, termination bar, and new bitumen roofing membrane","[41.8853811, -87.6732926]",-87.6732926,41.8853811
2016,Midpack Corporation,5514 N. Kedzie Ave.,Lawrence/Kedzie,2017-11-15T00:00:00.000,66315.0,33157.5,"completion of masonry work to the faÃ§ade: demolition; repair/replace as needed the I-beam lintels; install new flashings and weep ropes; furnish and install new faÃ§ade brick); masonry work to rebuild three (3) chimneys; repair/replace parapet walls and copings as necessary in connection with facade improvements; furnish and install new storefront windows; remove and replace steel doors; furnish and install a new energy-efficient HVAC system for the office space including RTU, duct work, and associated ventilation","[41.9817718, -87.70897699999999]",-87.70897699999999,41.9817718
2017,"Push Indoor Cycling, Inc.",6315 S. Central Ave.,Archer/Central,2017-11-16T00:00:00.000,19475.0,14454.0,"faÃ§ade renovation including demolition of existing faÃ§ade, construction of a new knee wall on the exterior and interior of the building, installation of limestone sills on the top of the newly installed brick knee wall, installation of new aluminum storefront frames, windows, and door, finishing work as needed, architectural services, and permit","[41.777594, -87.761568]",-87.761568,41.777594
2018,Jane Addams Development Corporation,4432 N. Ravenswood Ave.,Ravenswood Industrial Corridor,2017-11-28T00:00:00.000,50600.0,25300.0,"masonry work including parapet wall, flashing, new drip edge and tuck-pointing,","[41.9626902, -87.6748284]",-87.6748284,41.9626902
2019,"Production Craft, Inc.",1937 W. Walnut St.,Kinzie Industrial Corridor,2017-11-28T00:00:00.000,66666.66,50000.0,demolition; partial completion of approved masonry work (create new openings and partial infill of  openings at front elevation and one opening at side elevation at existing building); partial completion of approved plumbing improvements (rough plumbing),"[41.8856453, -87.67581559999999]",-87.67581559999999,41.8856453
2020,"Brain Box Learning Academy, Inc.",2519 W. 79th St.,79th/Southwest Highway,2017-11-29T00:00:00.000,13200.0,9900.0,"remove and replace storefront system with new bronze aluminum storefront framing and insulated glass windows, two (2) new doors with electric strike and push/pull pedals.","[41.7499157, -87.6861497]",-87.6861497,41.7499157
2021,"Economy Auto, L.L.C. - 3415 W. Cermak Chicago",3415 W. Cermak Rd.,Ogden/Pulaski,2017-11-30T00:00:00.000,99120.0,74340.0,"partial completion of the approved work scope: interior demolition; build-out an interior office space (furnish and install CMU walls, demising walls, picture windows and framing, interior doors, electrical outlets and switches, can lighting, drywall); renovations to the restroom space (demolition, frame out new walls, furnish and install new doors, underground rough cast iron plumbing supply and copper waste and vent lines, toilets, counters, drains, hot water tank, water fountain, and mop sink); furnish and install a new HVAC system (split furnace and a/c condenser); install exhaust in bathroom and office areas; furnish and install concrete and tile flooring; repairs to ceiling joists; roof repairs in connection with HVAC work, and furnish and install new LED shop lights","[41.851504, -87.7107975]",-87.7107975,41.851504
